"","Lineage_Name","site","n_sites","n_bird_individuals","n_status","riqueza","n_biomas","n_regioes"
"824","MYRMAX01","Wisui",1,1,1,1,1,1
"825","MYRMEN02","Xing1",1,1,1,1,1,1
"826","MYRMYO01","Tap1",1,1,1,1,1,1
"827","MYRMYO02","Wisui",1,1,1,1,1,1
"828","MYRMYO04","Rond1",1,1,1,1,1,1
"829","MYRMYO05","Rond1",1,1,1,1,1,1
"830","MYRMYO07","Ina1",1,1,1,1,1,1
"831","MYRMYO08","Ina1",1,1,1,1,1,1
"832","MYRMYO09","Ina3",1,1,1,1,1,1
"833","MYRSCH01","Hual4",1,1,1,1,1,1
"834","MYSWA01","Brasilandia_de_Minas",1,1,1,1,1,1
"835","NEOFAS02","Aeroporto_Viracopos",1,1,1,1,1,1
"836","NEOFAS02","Bra1",1,1,1,1,1,1
"837","NEOFAS02","Cha1",1,1,1,1,1,1
"838","NEOFAS03","Gra1",1,1,1,1,1,1
"839","NEOFAS06","Bra1",1,1,1,1,1,1
"840","NEOFAS07","Gra1",1,1,1,1,1,1
"841","NEOFAS08","Gra1",1,1,1,1,1,1
"842","NEOFAS09","Cha1",1,1,1,1,1,1
"843","NEOFAS10","Gra1",1,1,1,1,1,1
"844","NEOFAS12","Gra1",1,1,1,1,1,1
"845","Nova","Chapada_dos_Guimaraes",1,1,1,1,1,1
"846","NYSMAC01","Cha1",1,1,1,1,1,1
"847","NYSMAC01","Varzea_Grande",1,1,1,1,1,1
"848","NYSMAC03","Gra1",1,1,1,1,1,1
"849","NYSMAC04","Ser1",1,1,1,1,1,1
"850","P1477/478","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1
"851","P3477/478","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1
"852","PACMAR01","Aiu1",1,1,1,1,1,1
"853","PACPEC02","Bellavista",1,1,1,1,1,1
"854","PACPEC02","Bogota",1,1,1,1,1,1
"855","PACPEC02","Loma_Alta",1,1,1,1,1,1
"856","PACPEC02","Wisui",1,1,1,1,1,1
"857","PACPOL02","Hual5",1,1,1,1,1,1
"858","PACRUF01","Bel1",1,1,1,1,1,1
"859","PACVAL01","Cha1",1,1,1,1,1,1
"860","PADOM09","Aeroporto_de_BSB",1,1,1,1,1,1
"861","PADOM09","Bru1",1,1,1,1,1,1
"862","PADOM09","Caceres",1,1,1,1,1,1
"863","PADOM09","Campo_Grande",1,1,1,1,1,1
"864","PADOM09","Caratinga",1,1,1,1,1,1
"865","PADOM09","Ina3",1,1,1,1,1,1
"866","PADOM09","Jau1",1,1,1,1,1,1
"867","PADOM09","Nat1",1,1,1,1,1,1
"868","PADOM09","Niteroi",1,1,1,1,1,1
"869","PADOM09","Olmos",1,1,1,1,1,1
"870","PADOM09","Recife",1,1,1,1,1,1
"871","PADOM09","Saj1",1,1,1,1,1,1
"872","PADOM09","Salvador",1,1,1,1,1,1
"873","PADOM09","Uberlandia",1,1,1,1,1,1
"874","PADOM11","Aeroporto_Viracopos",1,1,1,1,1,1
"875","PADOM11","Bocaiuva",1,1,1,1,1,1
"876","PADOM11","CLBI-Parnamirim/RN",1,1,1,1,1,1
"877","PADOM11","Gurupi",1,1,1,1,1,1
"878","PADOM11","Palmas",1,1,1,1,1,1
"879","PADOM11","Salto_da_Divisa",1,1,1,1,1,1
"880","PADOM17","Caceres",1,1,1,1,1,1
"881","PADOM17","CLBI-Parnamirim/RN",1,1,1,1,1,1
"882","PADOM19","Canela",1,1,1,1,1,1
"883","PAPOL02","Mata_Seca",1,1,1,1,1,1
"884","PAPOL02","Salto_da_Divisa",1,1,1,1,1,1
"885","PAPOL03","Bra1",1,1,1,1,1,1
"886","PAPOL03","Salto_da_Divisa",1,1,1,1,1,1
"887","PAPOL03","Ser1",1,1,1,1,1,1
"888","PAPOL04","Salto_da_Divisa",1,1,1,1,1,1
"889","PAPOL06","Brasilandia_de_Minas",1,1,1,1,1,1
"890","PARCAP01","Pan1",1,1,1,1,1,1
"891","PARCAP02","Pan1",1,1,1,1,1,1
"892","PARCAP03","Pan1",1,1,1,1,1,1
"893","PARCAP05","Pan1",1,1,1,1,1,1
"894","PARCAP06","Pan1",1,1,1,1,1,1
"895","PARCAP08","Pan1",1,1,1,1,1,1
"896","PARCAP09","Pan1",1,1,1,1,1,1
"897","PARCON01","Pan1",1,1,1,1,1,1
"898","PHAE01","Rond1",1,1,1,1,1,1
"899","PHAMAL01","Cumanda",1,1,1,1,1,1
"900","PHAMAL02","Rond2",1,1,1,1,1,1
"901","PHASYR02","Nueva_Alianza",1,1,1,1,1,1
"902","PHIERY01","Bel1",1,1,1,1,1,1
"903","PHIERY03","Ime1",1,1,1,1,1,1
"904","PHLNIG02","Tap1",1,1,1,1,1,1
"905","PHLNIG03","Ina1",1,1,1,1,1,1
"906","PHLNIG03","Xing1",1,1,1,1,1,1
"907","PHLNIG04","Rond1",1,1,1,1,1,1
"908","PHLNIG06","Rond1",1,1,1,1,1,1
"909","PHMUR01","Salto_da_Divisa",1,1,1,1,1,1
"910","PHPAT01","Brasilandia_de_Minas",1,1,1,1,1,1
"911","PHPAT01","Esp1",1,1,1,1,1,1
"912","PHPAT01","Felixlandia",1,1,1,1,1,1
"913","PHPAT01","Hu<cc><c1>nuco",1,1,1,1,1,1
"914","PHPAT01","Praia_do_Meio",1,1,1,1,1,1
"915","PHPAT01","Sfr1",1,1,1,1,1,1
"916","PIACAY01","Hual4",1,1,1,1,1,1
"917","PICFLA01","Bel1",1,1,1,1,1,1
"918","PIOLI03","Bogota",1,1,1,1,1,1
"919","PIPCHL01","Rond5",1,1,1,1,1,1
"920","PIPFAS02","Rond2",1,1,1,1,1,1
"921","PIPFAS03","Rond1",1,1,1,1,1,1
"922","PIPFAS04","Ina3",1,1,1,1,1,1
"923","PIRFLA04","Gra1",1,1,1,1,1,1
"924","PIRFLA06","Gra1",1,1,1,1,1,1
"925","PISUL01","Felixlandia",1,1,1,1,1,1
"926","Plasmodiumjuxtanucleare","Base_UFMT",1,1,1,1,1,1
"927","Plasmodiumjuxtanucleare","Varzea_Grande",1,1,1,1,1,1
"928","POMFER01","Sierra_Nevada_de_Santa_Marta",1,1,1,1,1,1
"929","POPLU01","CLBI-Parnamirim/RN",1,1,1,1,1,1
"930","PRAIRIECH","Aeroporto_de_BSB",1,1,1,1,1,1
"931","PSABIF01","Bel1",1,1,1,1,1,1
"932","PSABIF02","Bel1",1,1,1,1,1,1
"933","PsDIS01","Fazenda_St._Maria",1,1,1,1,1,1
"934","PSEGRI01","Hual5",1,1,1,1,1,1
"935","PYERY01","Hu<cc><c1>nuco",1,1,1,1,1,1
"936","PYLEU01","Jequitinhonha",1,1,1,1,1,1
"937","PYLEU01","Nova_Lima",1,1,1,1,1,1
"938","PYLEU02","Nova_Lima",1,1,1,1,1,1
"939","PYLEU04","Salto_da_Divisa",1,1,1,1,1,1
"940","PYRLEP01","Bel1",1,1,1,1,1,1
"941","PYRLEP02","Bel1",1,1,1,1,1,1
"942","PYRLEU03","Bel1",1,1,1,1,1,1
"943","PYRLEU04","Mic1",1,1,1,1,1,1
"944","PYRRUB01","Esp1",1,1,1,1,1,1
"945","RAMCAR01","Aeroporto_de_BSB",1,1,1,1,1,1
"946","RAMCAR02","Rond2",1,1,1,1,1,1
"947","RAMCAR03","Ina2",1,1,1,1,1,1
"948","RAMCAR05","Ina2",1,1,1,1,1,1
"949","RECOB4","Bellavista",1,1,1,1,1,1
"950","RECOB4","Chaucha",1,1,1,1,1,1
"951","RHYSIM01","Rond4",1,1,1,1,1,1
"952","SCHRUF01","Nat1",1,1,1,1,1,1
"953","SCHTUR01","Rond1",1,1,1,1,1,1
"954","SCHTUR02","Rond1",1,1,1,1,1,1
"955","SCLCAU01","Tap2",1,1,1,1,1,1
"956","SCLCAU02","Xing1",1,1,1,1,1,1
"957","SERCIN01","Hu<cc><c1>nuco",1,1,1,1,1,1
"958","SERSUB01","Esp1",1,1,1,1,1,1
"959","SocH3","Busca_Vida",1,1,1,1,1,1
"960","SocH3","Mata_Seca",1,1,1,1,1,1
"961","SocH4","CLBI-Parnamirim/RN",1,1,1,1,1,1
"962","SPMAG04","Mic1",1,1,1,1,1,1
"963","SPMAG04","Xing1",1,1,1,1,1,1
"964","SPMAG06","Mil1",1,1,1,1,1,1
"965","SPMAG08","Hual3",1,1,1,1,1,1
"966","SPMAG08","Hual4",1,1,1,1,1,1
"967","SPMAG08","Hual5",1,1,1,1,1,1
"968","SPMAG08","Joi1",1,1,1,1,1,1
"969","SPMEN03","Isla_Isabela",1,1,1,1,1,1
"970","SPMEN03","Isla_Santa_Cruz",1,1,1,1,1,1
"971","SPOPLU01","Gra1",1,1,1,1,1,1
"972","STTA17H","Aeroporto_Viracopos",1,1,1,1,1,1
"973","SUISUI02","Aeroporto_de_BSB",1,1,1,1,1,1
"974","SYCIN01","Jequitinhonha",1,1,1,1,1,1
"975","SYNALB01","Sta1",1,1,1,1,1,1
"976","TACCRI01","Bel1",1,1,1,1,1,1
"977","TACCRI01","Gui2",1,1,1,1,1,1
"978","TACCRI01","Ime1",1,1,1,1,1,1
"979","TACCRI01","Rond1",1,1,1,1,1,1
"980","TACCRI02","Rond1",1,1,1,1,1,1
"981","TACRUB01","Ina1",1,1,1,1,1,1
"982","TACRUB01","Ina3",1,1,1,1,1,1
"983","TACRUB01","Pantanos_de_Villa_wtland_Reserve",1,1,1,1,1,1
"984","TACRUB01","Purus-Madeira",1,1,1,1,1,1
"985","TACRUB01","Rond3",1,1,1,1,1,1
"986","TACRUB01","Wisui",1,1,1,1,1,1
"987","TACRUB03","Nat1",1,1,1,1,1,1
"988","TACRUB04","Bru1",1,1,1,1,1,1
"989","TACRUF01","Mil1",1,1,1,1,1,1
"990","TAFUF01","Felixlandia",1,1,1,1,1,1
"991","TANCAY01","Bra1",1,1,1,1,1,1
"992","TANCHI02","Hual5",1,1,1,1,1,1
"993","TANCYA02","Hual5",1,1,1,1,1,1
"994","TANICT01","Bellavista",1,1,1,1,1,1
"995","TANICT01","Hu<cc><c1>nuco",1,1,1,1,1,1
"996","TANICT01","Pantanos_de_Villa_wtland_Reserve",1,1,1,1,1,1
"997","TANIG01","Bogota",1,1,1,1,1,1
"998","TANIG01","Cedral",1,1,1,1,1,1
"999","TANLAB01","Hual4",1,1,1,1,1,1
"1000","TANNIG01","Hual4",1,1,1,1,1,1
"1001","TANSAY01","Cha1",1,1,1,1,1,1
"1002","TANSCH01","Hual4",1,1,1,1,1,1
"1003","TANVAS02","Bosque_Palacio",1,1,1,1,1,1
"1004","TANVAS02","El_Bosque",1,1,1,1,1,1
"1005","TANXAN01","Hual4",1,1,1,1,1,1
"1006","TARMAJ01","Mil1",1,1,1,1,1,1
"1007","TARUF01","Aeroporto_de_BSB",1,1,1,1,1,1
"1008","TARUF01","Caratinga",1,1,1,1,1,1
"1009","TARUF01","Felixlandia",1,1,1,1,1,1
"1010","TERERY01","Rond2",1,1,1,1,1,1
"1011","TFUS01","Chingaza_NNP,_Monterredondo",1,1,1,1,1,1
"1012","TFUS02","Chingaza_NNP,_Monterredondo",1,1,1,1,1,1
"1013","TFUS03","Chingaza_NNP,_Monterredondo",1,1,1,1,1,1
"1014","TFUS04","Chingaza_NNP,_Monterredondo",1,1,1,1,1,1
"1015","TFUS05","Universidad_Nacional_de_Colombia-Bogota",1,1,1,1,1,1
"1016","TFUS06","El_Bosque",1,1,1,1,1,1
"1017","TFUS06","Universidad_Nacional_de_Colombia-Bogota",1,1,1,1,1,1
"1018","TFUS07","Monteredondo_station",1,1,1,1,1,1
"1019","TFUS12","Monteredondo_station",1,1,1,1,1,1
"1020","THAAET01","Bel1",1,1,1,1,1,1
"1021","THAAET02","Ina3",1,1,1,1,1,1
"1022","THAAMA01","Bel1",1,1,1,1,1,1
"1023","THACAE01","Hual4",1,1,1,1,1,1
"1024","THACAE01","Hual5",1,1,1,1,1,1
"1025","THACAE01","Ina1",1,1,1,1,1,1
"1026","THACAE01","RondIL",1,1,1,1,1,1
"1027","THACAE03","Rond1",1,1,1,1,1,1
"1028","THACAE04","Rond1",1,1,1,1,1,1
"1029","THACAE06","Ime1",1,1,1,1,1,1
"1030","THACAE09","Gui2",1,1,1,1,1,1
"1031","THACAE09","Rond5",1,1,1,1,1,1
"1032","THAFAN01","Bellavista",1,1,1,1,1,1
"1033","THAFUR01","Bel1",1,1,1,1,1,1
"1034","THAGLA01","Mic1",1,1,1,1,1,1
"1035","THAMAE01","Rond3",1,1,1,1,1,1
"1036","THAMAE01","RondIL",1,1,1,1,1,1
"1037","THAMB01","Ime1",1,1,1,1,1,1
"1038","THAMB04","Bocaiuva",1,1,1,1,1,1
"1039","THAMB05","Bocaiuva",1,1,1,1,1,1
"1040","THAMB06","Bocaiuva",1,1,1,1,1,1
"1041","THAMB07","Bocaiuva",1,1,1,1,1,1
"1042","THAMB08","Caratinga",1,1,1,1,1,1
"1043","THAMB08","Sooretama",1,1,1,1,1,1
"1044","THAMB10","Aracruz",1,1,1,1,1,1
"1045","THAMUR01","Ime1",1,1,1,1,1,1
"1046","THAMUR01","Ina3",1,1,1,1,1,1
"1047","THANIG01","RondIL",1,1,1,1,1,1
"1048","THANIG02","RondIL",1,1,1,1,1,1
"1049","THASAT03","Rond1",1,1,1,1,1,1
"1050","THASAT05","Rond1",1,1,1,1,1,1
"1051","THASAT10","Rond1",1,1,1,1,1,1
"1052","THASAT10","Rond3",1,1,1,1,1,1
"1053","THASAT10","Rond5",1,1,1,1,1,1
"1054","THATOR01","Gra1",1,1,1,1,1,1
"1055","TOFLA01","Aiu1",1,1,1,1,1,1
"1056","TOFLA01","Bel1",1,1,1,1,1,1
"1057","TOFLA01","Felixlandia",1,1,1,1,1,1
"1058","TOFLA02","Jequitinhonha",1,1,1,1,1,1
"1059","TOFLA02","Salto_da_Divisa",1,1,1,1,1,1
"1060","TOLFLA01","Rond2",1,1,1,1,1,1
"1061","TOLFLA02","Jau1",1,1,1,1,1,1
"1062","TOSUL01","Brasilandia_de_Minas",1,1,1,1,1,1
"1063","TOSUL01","Felixlandia",1,1,1,1,1,1
"1064","TRMB","Base_UFMT",1,1,1,1,1,1
"1065","TRMEL01","Caratinga",1,1,1,1,1,1
"1066","TRMEL02","Caratinga",1,1,1,1,1,1
"1067","TRMUS01","Sural",1,1,1,1,1,1
"1068","TRMUS02","Mata_Seca",1,1,1,1,1,1
"1069","TRMUS03","Mata_Seca",1,1,1,1,1,1
"1070","TROAED01","Yanah",1,1,1,1,1,1
"1071","TROAED02","Bosque_Cachil",1,1,1,1,1,1
"1072","TROAED02","Laguna_Anantay",1,1,1,1,1,1
"1073","TROAED02","Yanama",1,1,1,1,1,1
"1074","TROAED03","Puente_Nununya",1,1,1,1,1,1
"1075","TROAED04","San_Pedro_de_Casta",1,1,1,1,1,1
"1076","TROAED05","Curibaya_Pampa",1,1,1,1,1,1
"1077","TROAED06","Mantaro_Valley",1,1,1,1,1,1
"1078","TROAED07","Tampumayu",1,1,1,1,1,1
"1079","TROAED08","Olmos",1,1,1,1,1,1
"1080","TROAED09","Bosque_Cachil",1,1,1,1,1,1
"1081","TROAED10","Camino_a_San_Lorenzo",1,1,1,1,1,1
"1082","TROAED11","Tampumayu",1,1,1,1,1,1
"1083","TROAED13","Hual5",1,1,1,1,1,1
"1084","TROAED13","Quebrada",1,1,1,1,1,1
"1085","TROAED14","Carhuaz",1,1,1,1,1,1
"1086","TROAED15","Abra_Porculla",1,1,1,1,1,1
"1087","TROAED15","Guagua_Sumaco",1,1,1,1,1,1
"1088","TROAED15","Guandera",1,1,1,1,1,1
"1089","TROAED15","Hollin",1,1,1,1,1,1
"1090","TROAED15","Loma_Alta",1,1,1,1,1,1
"1091","TROAED15","Loreto",1,1,1,1,1,1
"1092","TROAED15","Tapichalaca",1,1,1,1,1,1
"1093","TROAED15","Tiputini",1,1,1,1,1,1
"1094","TROAED16","Mantaro_Valley",1,1,1,1,1,1
"1095","TROAED17","Tampumayu",1,1,1,1,1,1
"1096","TROAED18","Huacapongo",1,1,1,1,1,1
"1097","TROAED18","Hual4",1,1,1,1,1,1
"1098","TROAED18","Yanayacu",1,1,1,1,1,1
"1099","TROAED19","Huacarpay",1,1,1,1,1,1
"1100","TROAED20","Camino_a_San_Lorenzo",1,1,1,1,1,1
"1101","TROAED20","Cedral",1,1,1,1,1,1
"1102","TROAED20","Nueva_Alianza",1,1,1,1,1,1
"1103","TROAED20","Tullanya",1,1,1,1,1,1
"1104","TROAED20","Yanah",1,1,1,1,1,1
"1105","TROAED21","Laguna_Anantay",1,1,1,1,1,1
"1106","TROAED22","Hual4",1,1,1,1,1,1
"1107","TROAED22","Quebrada",1,1,1,1,1,1
"1108","TROAED23","Hual4",1,1,1,1,1,1
"1109","TROAED23","Pantanos_de_Villa_wtland_Reserve",1,1,1,1,1,1
"1110","TROPER01","Hual4",1,1,1,1,1,1
"1111","TROPER01","Ucumari_NP,_La_Pastora",1,1,1,1,1,1
"1112","TROPER02","Hual4",1,1,1,1,1,1
"1113","TUAMA01","Aracruz",1,1,1,1,1,1
"1114","TUAMA01","Hual4",1,1,1,1,1,1
"1115","TUAMA01","Manga",1,1,1,1,1,1
"1116","TUAMA01","Mata_Seca",1,1,1,1,1,1
"1117","TUAMA01","Mil1",1,1,1,1,1,1
"1118","TUAMA01","Rond4",1,1,1,1,1,1
"1119","TUAMA01","Rond5",1,1,1,1,1,1
"1120","TUAMA01","Salto_da_Divisa",1,1,1,1,1,1
"1121","TULEU01","Caratinga",1,1,1,1,1,1
"1122","TULEU01","Cha1",1,1,1,1,1,1
"1123","TULEU01","Salto_da_Divisa",1,1,1,1,1,1
"1124","TULEU02","Caratinga",1,1,1,1,1,1
"1125","TULEU02","Felixlandia",1,1,1,1,1,1
"1126","TULEU03","Felixlandia",1,1,1,1,1,1
"1127","TULEU03","Jau1",1,1,1,1,1,1
"1128","TULEU05","Felixlandia",1,1,1,1,1,1
"1129","TULEU06","Aeroporto_de_BSB",1,1,1,1,1,1
"1130","TULEU06","Bra1",1,1,1,1,1,1
"1131","TULEU06","Brasilandia_de_Minas",1,1,1,1,1,1
"1132","TULEU06","Cha1",1,1,1,1,1,1
"1133","TULEU06","Jau1",1,1,1,1,1,1
"1134","TULEU07","Fazenda_St._Maria",1,1,1,1,1,1
"1135","TULEU08","Jequitinhonha",1,1,1,1,1,1
"1136","TUMIG03","Aeroporto_de_BSB",1,1,1,1,1,1
"1137","TUMIG03","Anco_Cahua",1,1,1,1,1,1
"1138","TUMIG03","Bocaiuva",1,1,1,1,1,1
"1139","TUMIG03","Curibaya_Pampa",1,1,1,1,1,1
"1140","TUMIG03","Hual1",1,1,1,1,1,1
"1141","TUMIG03","Hual3",1,1,1,1,1,1
"1142","TUMIG03","Hual4",1,1,1,1,1,1
"1143","TUMIG03","Hual5",1,1,1,1,1,1
"1144","TUMIG03","Joi1",1,1,1,1,1,1
"1145","TUMIG03","Nova_Lima",1,1,1,1,1,1
"1146","TUMIG03","Rond5",1,1,1,1,1,1
"1147","TUMIG03","Saj1",1,1,1,1,1,1
"1148","TUMIG03","Seb1",1,1,1,1,1,1
"1149","TUOLI01","Sierra_Nevada_de_Santa_Marta",1,1,1,1,1,1
"1150","TURALB01","Ina3",1,1,1,1,1,1
"1151","TURALB01","Seb1",1,1,1,1,1,1
"1152","TURALB02","Hual5",1,1,1,1,1,1
"1153","TURALB03","Bru1",1,1,1,1,1,1
"1154","TURALB05","Sfr1",1,1,1,1,1,1
"1155","TURAMA01","Bra1",1,1,1,1,1,1
"1156","TURAMA03","Rond5",1,1,1,1,1,1
"1157","TURDUS2","Hual3",1,1,1,1,1,1
"1158","TURFAL06","Sfr1",1,1,1,1,1,1
"1159","TURFLA01","Joi1",1,1,1,1,1,1
"1160","TURLEU01","Esp1",1,1,1,1,1,1
"1161","TURLEU01","Mil1",1,1,1,1,1,1
"1162","TURNUD02","CLBI-Parnamirim/RN",1,1,1,1,1,1
"1163","TURUF01","Caratinga",1,1,1,1,1,1
"1164","TURUF01","Fazenda_St._Maria",1,1,1,1,1,1
"1165","TURUF01","Nova_Lima",1,1,1,1,1,1
"1166","TURUF03","Seb1",1,1,1,1,1,1
"1167","TYRMEL01","Gui2",1,1,1,1,1,1
"1168","U12","CLBI-Parnamirim/RN",1,1,1,1,1,1
"1169","VIGLOG","ESEC-Serra_Negra_do_Norte/RN",1,1,1,1,1,1
"1170","VILEU01","Sierra_Nevada_de_Santa_Marta",1,1,1,1,1,1
"1171","VIOLI03","Hual5",1,1,1,1,1,1
"1172","VIOLI05","Bogota",1,1,1,1,1,1
"1173","VIOLI05","Sfr1",1,1,1,1,1,1
"1174","VIOLI06","Bogota",1,1,1,1,1,1
"1175","VIOLI06","Ser1",1,1,1,1,1,1
"1176","VIOLI06","Sfr1",1,1,1,1,1,1
"1177","VIOLI07","Bogota",1,1,1,1,1,1
"1178","VIOLI08","Bogota",1,1,1,1,1,1
"1179","VIREO02","CLBI-Parnamirim/RN",1,1,1,1,1,1
"1180","VIROLI01","Hual5",1,1,1,1,1,1
"1181","VIROLI02","Saj1",1,1,1,1,1,1
"1182","VOLJAC02","Mil1",1,1,1,1,1,1
"1183","VOLJAC03","Bel1",1,1,1,1,1,1
"1184","VOLJAC03","Hual5",1,1,1,1,1,1
"1185","VOLJAC03","Mil1",1,1,1,1,1,1
"1186","WILPOE01","Tap1",1,1,1,1,1,1
"1187","WILPOE02","Xing1",1,1,1,1,1,1
"1188","WILPOE05","Tap1",1,1,1,1,1,1
"1189","WILPOE06","Rond1",1,1,1,1,1,1
"1190","WILPOE07","Rond1",1,1,1,1,1,1
"1191","WILPOE08","Ime1",1,1,1,1,1,1
"1192","WILPOE09","Ime1",1,1,1,1,1,1
"1193","WILPOE11","Ime1",1,1,1,1,1,1
"1194","WILPOE12","Ina2",1,1,1,1,1,1
"1195","WILPOE16","Bel1",1,1,1,1,1,1
"1196","WILPOE20","Ina3",1,1,1,1,1,1
"1197","WW3","Hual3",1,1,1,1,1,1
"1198","WW3","Hual4",1,1,1,1,1,1
"1199","XENATR01","Rond5",1,1,1,1,1,1
"1200","XENMIN01","Rond2",1,1,1,1,1,1
"1201","XENMIN02","Rond1",1,1,1,1,1,1
"1202","XENMIN03","Bel1",1,1,1,1,1,1
"1203","XIPELE01","Rond1",1,1,1,1,1,1
"1204","XIPELE02","Rond1",1,1,1,1,1,1
"1205","XIPOBS01","RondIL",1,1,1,1,1,1
"1206","XIPOCE01","Ina3",1,1,1,1,1,1
"1207","XIPOCE02","Hual5",1,1,1,1,1,1
"1208","XIPPAR01","Gui1",1,1,1,1,1,1
"1209","ZC2","Fazenda_St._Maria",1,1,1,1,1,1
"1210","ZEMAC03","Ser1",1,1,1,1,1,1
"1211","ZENAUR01","Sta1",1,1,1,1,1,1
"1212","ZOCAP01","Bogota",1,1,1,1,1,1
"1213","ZOCAP01","Chingaza_NNP,_Palacio_Forest",1,1,1,1,1,1
"1214","ZOCAP01","Gimnasio_Colombo_Britanico_School",1,1,1,1,1,1
"1215","ZOCAP01","Hu<cc><c1>nuco",1,1,1,1,1,1
"1216","ZOCAP01","Mil1",1,1,1,1,1,1
"1217","ZOCAP01","Podocarpus_NP,_Cerro_Toledo",1,1,1,1,1,1
"1218","ZOCAP01","Sfr1",1,1,1,1,1,1
"1219","ZOCAP01","Sta1",1,1,1,1,1,1
"1220","ZOCAP01","Universidad_Nacional_de_Colombia-Bogota",1,1,1,1,1,1
"1221","ZOCAP11","Ucumari_NP,_La_Pastora",1,1,1,1,1,1
"1222","ZOCAP12","Ucumari_NP,_La_Pastora",1,1,1,1,1,1
"1223","ZOCAP13","Bogota",1,1,1,1,1,1
"1224","ZOCAP14","Bogota",1,1,1,1,1,1
"1225","ZOCAP14","Hual4",1,1,1,1,1,1
"1226","ZOCAP14","Universidad_Nacional_de_Colombia-Bogota",1,1,1,1,1,1
"1227","ZOCAP14","Wildlife_Sanctuary_Otun_Quimbaya",1,1,1,1,1,1
"1228","ZONCAP01","Esp1",1,1,1,1,1,1
"1229","ZONCAP03","Gra1",1,1,1,1,1,1
"1230","ZONCAP04","Gra1",1,1,1,1,1,1
